site,day_of_month,month,year,text,species,count,areaTextMatch,visitId
Chorlton EES,29,January,2017,"Great Tit (12) ",Great Tit,12,"Great Tit (12) ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=3#comment-63172687
Chorlton EES,25,January,2017,"great tit 2 ",Great Tit,2,"great tit 2 ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=3#comment-63157747
Chorlton EES,19,October,2016,"Great Tit (8) ",Great Tit,8,"Great Tit (8) ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=3#comment-62790049
Chorlton EES,19,June,2016,"Lots of blue tit (especially), great tit and wren fledglings about, too. ",Great Tit,X,"e tit (especially), great tit and wren fledglings",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=3#comment-62297459
Chorlton EES,15,February,2016,"Lots of blue and great tits ",Great Tit,X,"Lots of blue and great tits ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=5#comment-61664856
Chorlton EES,10,February,2016,"Lots of blue tits, great tits, robins, Blackbirds ",Great Tit,X,"Lots of blue tits, great tits, robins, Blackbird",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=5#comment-61639479
Chorlton EES,7,February,2016,"Long-tailed tit, blue tit and great tit in good numbers ",Great Tit,X,"d tit, blue tit and great tit in good numbers ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=5#comment-61621797
Chorlton EES,31,January,2016,"Great tit, Blue tit, Long tailed tit, Chaffinch, robin, wren etc ",Great Tit,X,"Great tit, Blue tit, Long tai",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=5#comment-61578868
Chorlton EES,17,January,2016,"Long-tailed tit, dunnock, wren, great tit (many in song), etc ",Great Tit,X,"tit, dunnock, wren, great tit (many in song), etc",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=5#comment-61503647
Chorlton EES,10,January,2016,"Blue and Great tits ",Great Tit,X,"Blue and Great tits ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=5#comment-61463744
Chorlton EES,7,January,2016,"10+ Great Tit ",Great Tit,10,"10+ Great Tit ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=5#comment-61447422
Chorlton EES,7,November,2015,"1 Great Tit ",Great Tit,1,"1 Great Tit ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=5#comment-61142670
Chorlton EES,22,February,2015,"15+ great tit, mainly males, either singing or calling loudly from prominent places ",Great Tit,15,"15+ great tit, mainly males, eith",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=6#comment-59674821
Chorlton EES,15,February,2015,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=7#comment-59629921
Chorlton EES,1,February,2015,"plus the usual array of blackbirds, robin, great tit, blue tit, woodpigeon, carrion crow and magpie. ",Great Tit,X," blackbirds, robin, great tit, blue tit, woodpige",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=7#comment-59533474
Chorlton EES,21,December,2014," Lots of the usual common woodland birds to be seen (great tit in particular evidence), but apart from those a party of seven bullfinch feeding. ",Great Tit,X,d birds to be seen (great tit in particular evide,https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=7#comment-59261064
Chorlton EES,1,April,2014,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=7#comment-57189744
Chorlton EES,19,June,2013,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=7#comment-54099227
Chorlton EES,25,October,2011,"Great tit ",Great Tit,X,"Great tit ",https://manchesterbirding.activeboard.com/t9856511/chorlton-ees/?sort=newestFirst&page=9#comment-45780429
Lostock Park and Old Corn Fields,23,February,2019," Today, 14:20 - 15:10 Black-headed gull 2 Blackbird 5 Blue tit 2 Buzzard 3 Carrion crow 3 Feral pigeon 37 Goldfinch 9 Great tit 4 Greenfinch 2 Herring gull 1 Kestrel 1 Lesser black-backed gull 3 Long-tailed tit 5 Magpie 12 Robin 7 Woodpigeon 13 Wren 2 Only the second time I've seen the local buzzard this year. You wait a month and three come together. ",Great Tit,9,geon 37 Goldfinch 9 Great tit 4 Greenfinch 2 Herr,https://manchesterbirding.activeboard.com/t63895214/lostock-park-and-old-cornfields-stretford/?page=1#comment-65335864
Lostock Park and Old Corn Fields,23,January,2019," 1:55pm 2:55pm after the fog had lifted but still not clear. Black-headed Gull 1 Blackbird 19 Blue Tit 5 Buzzard 1 Carrion Crow 4 Chaffinch 3 Common Gull 4 Feral Pigeon 28 Fieldfare 4 Goldfinch 31 Great Spotted Woodpecker 1 Great Tit 3 Greenfinch 1 Kestrel 1 Long-tailed Tit 2 Magpie 25 Mistle Thrush 2 Redwing 12 Robin 5 Song Thrush 4 Starling 20 Woodpigeon 17 Wren 1 First sighting of the buzzard this year, I'd started to worry about it. Also a flock of 55 redwings on Barton Clough playing field. ",Great Tit,1,potted Woodpecker 1 Great Tit 3 Greenfinch 1 Kest,https://manchesterbirding.activeboard.com/t63895214/lostock-park-and-old-cornfields-stretford/?page=1#comment-65254757
Lostock Park and Old Corn Fields,18,January,2019," Interesting variation over a few days on my local patch: Friday 18/01/2019 12:00 12:35 Black-headed Gull 4 Blackbird 9 Blue Tit 4 Carrion Crow 2 Chaffinch 1 Common Gull 18 Feral pigeon 17 Goldfinch 21 Great Spotted Woodpecker 1 Great Tit 3 Greenfinch 1 House Sparrow 2 Lesser Black-backed Gull 1 Long-tailed Tit 1 Magpie 16 Mistle Thrush 4 Robin 5 Starling 7 Woodpigeon 7 Saturday 12/01/2019 12:45 13:20 Black-headed Gull 3 Blackbird 6 Carrion Crow 1 Chaffinch 1 Collared Dove 2 Common Gull 3 Dunnock 1 Feral Pigeon 27 Fieldfare 1 Goldfinch 11 Great Tit 3 Greenfinch 1 Magpie 14 Mistle Thrush 2 Redwing 66 Robin 1 Starling 109 Woodpigeon 4 ",Great Tit,1,potted Woodpecker 1 Great Tit 3 Greenfinch 1 Hous,https://manchesterbirding.activeboard.com/t63895214/lostock-park-and-old-cornfields-stretford/?page=1#comment-65241295
Lostock Park and Old Corn Fields,31,December,2018," Saturday 29th December, 1:50 2:45 Very quiet, only notable for the usual male kestrel being joined by a very vocal female: Black-headed Gull 1 Blackbird 8 Blue Tit 5 Chaffinch 1 Common Gull 2 Feral Pigeon 14 Goldfinch 4 Great Tit 3 Herring Gull 1 House Sparrow 1 Kestrel 2 Lesser Black-backed Gull 2 Long-tailed Tit 4 Magpie 9 Mistle Thrush 1 Robin 4 Woodpigeon 1 ",Great Tit,4,geon 14 Goldfinch 4 Great Tit 3 Herring Gull 1 Ho,https://manchesterbirding.activeboard.com/t63895214/lostock-park-and-old-cornfields-stretford/?page=1#comment-65193543
Lostock Park and Old Corn Fields,26,December,2018," 2:25pm 3:25pm today The park itself was fairly quiet but there was a couple of flocks of roosting finches coming to the trees by the business units. Black-headed Gull 14 Blackbird 7 Blue Tit 9 Carrion Crow 2 Chaffinch 3 Dunnock 2 Feral Pigeon 11 Goldfinch 26 Great Tit 3 Greenfinch 15 Herring Gull 1 Lesser Black-backed Gull 6 Long-tailed Tit 7 Magpie 9 Mistle Thrush 2 Robin 4 Song Thrush 3 singing males Starling 1 Woodpigeon 8 Wren 1 ",Great Tit,26,eon 11 Goldfinch 26 Great Tit 3 Greenfinch 15 Her,https://manchesterbirding.activeboard.com/t63895214/lostock-park-and-old-cornfields-stretford/?page=1#comment-65182710
Lostock Park and Old Corn Fields,25,November,2018," A potter about, 2:00 - 3:10pm. We seem to have had a fall of mistlethrushes, though both blackbirds and redwings were relatively thin on the ground. The kestrel was mobbing the buzzard in the trees near the school. Nice surprise was a Mediterranean gull passing through with a few black-headed gulls, first time I've clearly heard the flight call. Black-headed Gull 13 Blackbird 6 Blue Tit 12 Buzzard 1 Carrion Crow 2 Chaffinch 1 Common Gull 4 Feral Pigeon 25 Goldfinch 26 Great Tit 5 Greenfinch 1 House Sparrow 7 Jay 1 Kestrel 1 Long-tailed Tit 5 Magpie 13 Mediterranean Gull 1 Mistle Thrush 9 Redwing 5 Robin 3 Song Thrush 1 Starling 2 Woodpigeon 1 Wren 3 ",Great Tit,26,eon 25 Goldfinch 26 Great Tit 5 Greenfinch 1 Hous,https://manchesterbirding.activeboard.com/t63895214/lostock-park-and-old-cornfields-stretford/?page=1#comment-65112155
Lostock Park and Old Corn Fields,5,November,2018," Definitely a Winter feel to the birding, if not the weather, today. A huge number of blackbirds, together with a couple of small flocks of redwings. Decent numbers of goldfinches but well down on this time last year. Not sure if the sparrowhawk flying in towards Barton Clough was the same as the one spooked out of the park by the resident buzzard half an hour earlier. Black-headed Gull 13 Blackbird 28 Blue Tit 17 Bullfinch 1 Buzzard 1 Carrion Crow 6 Chaffinch 4 Coal Tit 1 Cormorant 1 Dunnock 1 Feral Pigeon 10 Goldfinch 33 Great Tit 9 Greenfinch 8 House Sparrow 2 Jay 2 Long-tailed Tit 5 Magpie 16 Mistle Thrush 1 Redwing 19 Robin 8 Song Thrush 1 Sparrowhawk 1 Starling 15 Woodpigeon 14 Wren 3 ",Great Tit,33,eon 10 Goldfinch 33 Great Tit 9 Greenfinch 8 Hous,https://manchesterbirding.activeboard.com/t63895214/lostock-park-and-old-cornfields-stretford/?page=1#comment-65065915
Lostock Park and Old Corn Fields,25,October,2018," After a quiet few months where even blackbirds were thin on the ground there was an influx of thrushes today, though no redwings yet. Starting to see a pick-up of goldfinches after an uncharacteristically quiet Autumn. Black-headed Gull 1 Blackbird 23 Blue Tit 3 Carrion Crow 2 Collared Dove 1 Feral Pigeon 23 Goldfinch 25 Great Spotted Woodpecker 1 Great Tit 3 Greenfinch 1 House Sparrow 14 Kestrel 1 Lesser Black-backed Gull 2 Magpie 14 Mistle Thrush 3 Robin 9 Song Thrush 6 Woodpigeon 6 Wren 4 ",Great Tit,1,potted Woodpecker 1 Great Tit 3 Greenfinch 1 Hous,https://manchesterbirding.activeboard.com/t63895214/lostock-park-and-old-cornfields-stretford/?page=1#comment-65039508
Turn Moss,15,March,2018,"Great Tit 3 ",Great Tit,3,"Great Tit 3 ",https://manchesterbirding.activeboard.com/t10024426/turn-moss-playing-fields-stretford/?page=1#comment-64466103
Turn Moss,14,April,2016,"9 great tits ",Great Tit,9,"9 great tits ",https://manchesterbirding.activeboard.com/t10024426/turn-moss-playing-fields-stretford/?page=1#comment-61988466
Turn Moss,29,March,2013,"6 great tits ",Great Tit,6,"6 great tits ",https://manchesterbirding.activeboard.com/t10024426/turn-moss-playing-fields-stretford/?page=1#comment-53167790
Turn Moss,13,April,2012,"2 great tits ",Great Tit,2,"2 great tits ",https://manchesterbirding.activeboard.com/t10024426/turn-moss-playing-fields-stretford/?sort=newestFirst&page=2#comment-48718230
Turn Moss,12,April,2012,"2 great tits ",Great Tit,2,"2 great tits ",https://manchesterbirding.activeboard.com/t10024426/turn-moss-playing-fields-stretford/?sort=newestFirst&page=2#comment-48702799
Rye Bank Fields,16,September,2018,"Mixed flock of birds contained - c15 Great tit , 5 Blue tit,5 Chaffinch , 2 Goldcrest, 4 Long-tail tit and 1 (probable ) Willow warbler. Plus the above mentioned Spotted Flycatcher. ",Great Tit,15,"rds contained - c15 Great tit , 5 Blue tit,5 Chaf",https://manchesterbirding.activeboard.com/t64897236/rye-bank-fields-chorlton/?page=1#comment-64948239
Heaton Park,11,January,2014," Yesterday 150 Redwing near the tram stop entrance with a single Fieldfare and lots of Starlings 2 Buzzard north area of park lots of birds singing Great tit Mistle Thrush etc ",Great Tit,X,"ts of birds singing Great tit Mistle Thrush etc ",https://manchesterbirding.activeboard.com/t14953348/heaton-park/?sort=newestFirst&page=2#comment-56229054
Heaton Park,4,January,2013,"Great Tit 4 ",Great Tit,4,"Great Tit 4 ",https://manchesterbirding.activeboard.com/t14953348/heaton-park/?sort=newestFirst&page=3#comment-52132641
Heaton Park,11,November,2011,"Great Tit 1 ",Great Tit,1,"Great Tit 1 ",https://manchesterbirding.activeboard.com/t14953348/heaton-park/?sort=newestFirst&page=5#comment-46127461
Heaton Park,30,May,2011," Had a couple of nice long walks around the park yesterday and today. Lots of young birds about including: Carrion Crows, Jackdaws, Long-tailed, Blue and Great Tits, GS Woodpeckers and Nuthatch. Unfortunately, the Canada Geese appear to have had multiple broods between them, but on the brighter side Moorhen, Coot and Mallard all have chicks and seem to be doing well. ",Great Tit,X,"ng-tailed, Blue and Great Tits, GS Woodpeckers an",https://manchesterbirding.activeboard.com/t14953348/heaton-park/?sort=newestFirst&page=6#comment-43110270
Heaton Park,23,January,2010,"Great Tit 25 ",Great Tit,25,"Great Tit 25 ",https://manchesterbirding.activeboard.com/t14953348/heaton-park/?sort=newestFirst&page=7#comment-33631058
Stretford EES,29,March,2013,"2 great tits ",Great Tit,2,"2 great tits ",https://manchesterbirding.activeboard.com/t10919644/stretford-ees/?page=1#comment-53167819
Mersey Vale Country Park,4,March,2018," Coot, Mallard, Grey Heron, Rook, Crow, Jay, Ring-necked Parakeet, Collared Dove, Woodpigeon, Buzzard, Sparrowhawk, House Sparrow, Chiffchaff, Blackbird, Robin, Linnet, Blue Tit, Great Tit, Coal Tit, Long-tailed Tit, Herring Gull, Black-headed Gull, Canada Goose, Mistle Thrush ",Great Tit,X,", Linnet, Blue Tit, Great Tit, Coal Tit, Long-tai",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=first&direction=next&page=1&sort=newestFirst#comment-64432346
Mersey Vale Country Park,22,November,2015,"wrens, blackbirds, starlings, blue tits, great tits etc. ",Great Tit,X,"arlings, blue tits, great tits etc. ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1457943638&direction=next&page=5&sort=newestFirst#comment-61221036
Mersey Vale Country Park,23,December,2010,"Great tit ",Great Tit,X,"Great tit ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1300742145&direction=next&page=17&sort=newestFirst#comment-40090211
Mersey Vale Country Park,20,April,2009,"Blue and Great tits ",Great Tit,X,"Blue and Great tits ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1263503218&direction=next&page=19&sort=newestFirst#comment-27160049
Burnage Rugby Football Club,21,April,2014,"Great tit - 4 ",Great Tit,4,"Great tit - 4 ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1415095793&direction=next&page=8&sort=newestFirst#comment-57358799
Burnage Rugby Football Club,15,March,2014,"great tit x 4 ",Great Tit,4,"great tit x 4 ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1396550462&direction=next&page=9&sort=newestFirst#comment-57032336
Burnage Rugby Football Club,9,December,2013,"Blue/Great Tits ",Great Tit,X,"Blue/Great Tits ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1387542164&direction=next&page=10&sort=newestFirst#comment-55864529
Burnage Rugby Football Club,23,December,2010,"Great tit ",Great Tit,X,"Great tit ",https://manchesterbirding.activeboard.com/t16498354/stockport-and-environs-to-east-didsbury/?ts=1300742145&direction=next&page=17&sort=newestFirst#comment-40090211
Longford Park,16,September,2018,"Great tit - 1. ",Great Tit,1,"Great tit - 1. ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-64948265
Longford Park,16,November,2016," Brief afternoon visit highlights: 1F Sparrowhawk, Great tits, Blue tits, Coal tits, Chaffinches, Goldfinches, 1 Grey wagtail (on waterlogged areas in disc golf area, patch tick) C.50 starlings again Redwings Mistle thrushes 1 great spotted woodpecker Plus all other usual gulls and garden birds Berries starting to seriously decrease in the area, so looking slim for a waxwing appearance. ",Great Tit,X,"ts: 1F Sparrowhawk, Great tits, Blue tits, Coal t",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-62903354
Longford Park,7,November,2016,"Great tits ",Great Tit,X,"Great tits ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-62863204
Longford Park,4,November,2016,"blue tits & great tits ",Great Tit,X,"blue tits & great tits ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-62853255
Longford Park,4,November,2016," This morning: Redwing Mistle thrush Goldcrest Ring necked parakeet (patch first, wonder how long before they are in my garden!?) Blackbird Large numbers of Goldfinch Long tailed tit Blue tit Great tit Black headed gull Herring gull Sparrowhawk (over the rough grassland area next to the park) House sparrow Starling Dunnock Robin Wood pigeon Magpie Plenty to see everywhere I looked ",Great Tit,X,tailed tit Blue tit Great tit Black headed gull H,https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-62852349
Longford Park,19,October,2016,"Great Tit (5) Mistle Thrush (2) ",Great Tit,5,Great Tit (5) Mistle Thrush (,https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-62789984
Longford Park,28,September,2016,"Great tit ",Great Tit,X,"Great tit ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-62705419
Longford Park,16,July,2016,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-62404252
Longford Park,26,November,2015,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?page=1#comment-61243282
Longford Park,14,November,2015,"Great tit ",Great Tit,X,"Great tit ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=2#comment-61178782
Longford Park,4,May,2015,"2 Great Tit ",Great Tit,2,"2 Great Tit ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=2#comment-60140038
Longford Park,20,November,2014,"Great Tit (5) ",Great Tit,5,"Great Tit (5) ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=2#comment-59053211
Longford Park,1,November,2013,"couple of tit flocks best one being with 15+ long tailed tits, blue tits, great tits, 1 chiffchaff & 1 goldcrest. ",Great Tit,X,"ed tits, blue tits, great tits, 1 chiffchaff & 1 ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=2#comment-55430375
Longford Park,1,June,2012,"Great Tit 1 adult 3 fledgings ",Great Tit,1,Great Tit 1 adult 3 fledgings,https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=2#comment-49417155
Longford Park,1,February,2012,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t42284467/longford-park-stretford/?sort=newestFirst&page=3#comment-47612763
Chorlton Park,24,May,2017," Fledgling house sparrow, mistle thrush and magpie in the park this evening, and a family party of great tit. Also about: ",Great Tit,X,"d a family party of great tit. Also about: ",https://manchesterbirding.activeboard.com/t51730125/chorlton-park-and-southern-cemetary/?page=1#comment-63590292
Chorlton Park,29,November,2015,"Blue tit, great tit and long-tailed tit all in good numbers ",Great Tit,X,"Blue tit, great tit and long-tailed tit",https://manchesterbirding.activeboard.com/t51730125/chorlton-park-and-southern-cemetary/?page=1#comment-61254056
Chorlton Park,7,February,2015,"3 great tit ",Great Tit,3,"3 great tit ",https://manchesterbirding.activeboard.com/t51730125/chorlton-park-and-southern-cemetary/?page=1#comment-59574999
Chorlton Park,24,January,2015,"3 great tit ",Great Tit,3,"3 great tit ",https://manchesterbirding.activeboard.com/t51730125/chorlton-park-and-southern-cemetary/?page=1#comment-59478515
Chorlton Park,22,December,2014,"Loads of the usuals, too; blue tits and great tits seem to fly at you from all angles in parts of this park; it's great. ",Great Tit,X," too; blue tits and great tits seem to fly at you",https://manchesterbirding.activeboard.com/t51730125/chorlton-park-and-southern-cemetary/?page=1#comment-59265043
Stretford Meadows,25,October,2018,"Great tit - 2. ",Great Tit,2,"Great tit - 2. ",https://manchesterbirding.activeboard.com/t32724295/stretford-tipmeadows/?page=1#comment-65039128
Stretford Meadows,23,August,2016,"Great tit 4. ",Great Tit,4,"Great tit 4. ",https://manchesterbirding.activeboard.com/t32724295/stretford-tipmeadows/?page=1#comment-62560341
Stretford Meadows,15,August,2015," From 11- 2 pm. . Between the wooded boundary of the tip and St. Matthews primary school in a clearing containing elder, hawthorn, willow and lots of rosebay willow herb and a bit of bramble: a mixed flock consisting of . . . Longtail tit x c20. Chiffchaff x 2 . . Bullfinch x 1 m. Great tit x 4 . Blackcap x 2 . . And a bird glimpsed in a small dead hawthorn which might have been a garden warbler but not sure. . . I waited about 30mins and all the birds (as above) returned . But the one in the hawthorn was a Spotted Flycatcher ! ! and this time I had my scope on the tree just in case, and nearly got it phone- scoped . Elsewhere on the tip there was only :- Common Buzzard x 1 . Jay x 2 . Grey partridge x4 . . . Chiffchaff x 2 heard on the perimiter . Also c 50 Goldfinch feeding on thistle seeds . ",Great Tit,4," . Bullfinch x 1 m. Great tit x 4 . Blackcap x 2 ",https://manchesterbirding.activeboard.com/t32724295/stretford-tipmeadows/?page=1#comment-60710482
Stretford Meadows,28,March,2013,"4 great tit ",Great Tit,4,"4 great tit ",https://manchesterbirding.activeboard.com/t32724295/stretford-tip/?sort=newestFirst&page=2#comment-53154058
Stretford Meadows,20,February,2012,"Great Tit 5 ",Great Tit,5,"Great Tit 5 ",https://manchesterbirding.activeboard.com/t32724295/stretford-tip/?sort=newestFirst&page=2#comment-47906941
Stretford Meadows,29,May,2010,"2 great tit ",Great Tit,2,"2 great tit ",https://manchesterbirding.activeboard.com/t32724295/stretford-tip/?sort=newestFirst&page=2#comment-36186312
Stretford Meadows,15,May,2010,"great tit ",Great Tit,X,"great tit ",https://manchesterbirding.activeboard.com/t32724295/stretford-tip/?sort=newestFirst&page=2#comment-35905544
Fog Lane Park,26,February,2017," 10 Redwings Good numbers of Long-tailed, blue and Great Tits No sign of Mandarin ",Great Tit,X,"ng-tailed, blue and Great Tits No sign of Mandari",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-63278676
Fog Lane Park,30,January,2012,"magpies, crows, blue & great tits. ",Great Tit,X,"pies, crows, blue & great tits. ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-47578889
Fog Lane Park,19,February,2011,"A few Goldfinch, Blue and Great Tits ",Great Tit,X,"Goldfinch, Blue and Great Tits ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-41260482
Fog Lane Park,30,January,2011,"Chaffinch, Greenfinch, Goldfinch, Blue tit, Great Tit, Blackbird and Carrion Crows also present throughout the park. ",Great Tit,X,"oldfinch, Blue tit, Great Tit, Blackbird and Carr",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?sort=newestFirst&page=2#comment-40840633
Fog Lane Park,13,February,2010,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?sort=newestFirst&page=2#comment-34052169
Hough End Leisure Centre,8,April,2016,"- Great Tit 1 ",Great Tit,1,"- Great Tit 1 ",https://manchesterbirding.activeboard.com/t27100992/hough-end-chorlton/?page=1#comment-61957989
Heaton Mersey Common,21,April,2015,"lots of great tits ",Great Tit,X,"lots of great tits ",https://manchesterbirding.activeboard.com/t40812756/heaton-mersey-common/?page=1#comment-60058567
Heaton Mersey Common,14,May,2014," Finally saw a lone parakeet on the Common this morning. First one I've seen here. No sign of the woodpeckers though. Other than that lots of sparrows, great tits and goldfinch. I also think woodpigeons are taking over the world. ",Great Tit,X,"t lots of sparrows, great tits and goldfinch. I a",https://manchesterbirding.activeboard.com/t40812756/heaton-mersey-common/?page=1#comment-57566522
Platt Fields Park,22,September,2016," 1 great tit ",Great Tit,1," 1 great tit ",https://manchesterbirding.activeboard.com/t18854593/platt-fields-park-manchester/?page=1#comment-62683025
Platt Fields Park,23,January,2011,"LTT, Blue and Great Tits ",Great Tit,X,"LTT, Blue and Great Tits ",https://manchesterbirding.activeboard.com/t18854593/platt-fields-park-manchester/?sort=newestFirst&page=2#comment-40690799
Platt Fields Park,4,April,2008,"Great Tit 2 ",Great Tit,2,"Great Tit 2 ",https://manchesterbirding.activeboard.com/t15825895/platt-fields-park/?page=1#comment-16430066
Platt Fields Park,7,March,2008,"Great Tit ",Great Tit,X,"Great Tit ",https://manchesterbirding.activeboard.com/t15825895/platt-fields-park/?page=1#comment-15825895
Whitworth Park,1,December,2012,"1 Great tit ",Great Tit,1,"1 Great tit ",https://manchesterbirding.activeboard.com/t51757618/whitworth-park/?page=1#comment-51757618
Debdale Park/Gorton Reservoir,29,January,2017,"Great tit. ",Great Tit,X,"Great tit. ",https://manchesterbirding.activeboard.com/t27158819/gorton-reservoir-debdale-park/?page=1#comment-63172511
Debdale Park/Gorton Reservoir,28,February,2016,"Coot,Blue/Great tit, Blackbird, Wood pigeon & Carrion Crow seen over the whole site. ",Great Tit,X,"Coot,Blue/Great tit, Blackbird, Wood pi",https://manchesterbirding.activeboard.com/t27158819/gorton-reservoir-debdale-park/?page=1#comment-61739155
Debdale Park/Gorton Reservoir,20,February,2016,"Coot, Blackbird, Blue/Great Tit, Carrion Crow,Wood Pigeon seen over the entire site. ",Great Tit,X,"ot, Blackbird, Blue/Great Tit, Carrion Crow,Wood ",https://manchesterbirding.activeboard.com/t27158819/gorton-reservoir-debdale-park/?page=1#comment-61694790
Debdale Park/Gorton Reservoir,13,February,2016,"Blue/Great Tit, Blackbird, Carrion Crow, seen over the entire site. ",Great Tit,X,"Blue/Great Tit, Blackbird, Carrion",https://manchesterbirding.activeboard.com/t27158819/gorton-reservoir-debdale-park/?page=1#comment-61655264
Debdale Park/Gorton Reservoir,7,February,2016,"Blue & Great Tit all long the foot paths. ",Great Tit,X,Blue & Great Tit all long the foot p,https://manchesterbirding.activeboard.com/t27158819/gorton-reservoir-debdale-park/?page=1#comment-61619744
Debdale Park/Gorton Reservoir,29,September,2013,"2 Great Tit ",Great Tit,2,"2 Great Tit ",https://manchesterbirding.activeboard.com/t27158819/gorton-reservoir-debdale-park/?page=1#comment-55106298
Clowes Park,3,March,2013,"canada goose, coots, moorhen, crows, grey heron, mallard, blue and great tits ",Great Tit,X,", mallard, blue and great tits ",https://manchesterbirding.activeboard.com/t23467849/clowes-park-salford/?page=1#comment-52848003
Clowes Park,15,May,2011,"1 Great tit ",Great Tit,1,"1 Great tit ",https://manchesterbirding.activeboard.com/t23467849/clowes-park-salford/?page=1#comment-42858373
Drinkwater Park,25,May,2011,"Also: Plenty of) Goldfinch, (Lots of) Great Tit, ",Great Tit,X,"oldfinch, (Lots of) Great Tit, ",https://manchesterbirding.activeboard.com/t33630790/drinkwater-park-environs/?page=1#comment-43033509
Drinkwater Park,13,May,2011,"Several Great Tits ",Great Tit,X,"Several Great Tits ",https://manchesterbirding.activeboard.com/t33630790/drinkwater-park-environs/?page=1#comment-42831910
"Victoria Park, Stretford",15,January,2015,"Several Blue/ Great Tit ",Great Tit,X,"Several Blue/ Great Tit ",https://manchesterbirding.activeboard.com/t57369981/victoria-park-stretford/?page=1#comment-59417972
"Victoria Park, Stretford",12,January,2015,"Several Blue/ Great Tits ",Great Tit,X,"Several Blue/ Great Tits ",https://manchesterbirding.activeboard.com/t57369981/victoria-park-stretford/?page=1#comment-59394619
