site,day_of_month,month,year,text,species,count,areaTextMatch,visitId
Fog Lane Park,17,February,2014,"60 Starlings ",Common Starling,60,"60 Starlings ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-56757087
Fog Lane Park,16,December,2013,"redwings all around the park feeding on the berries on the trees & on the ground with blackbirds, mistle thrushes, starlings & goldfinches. ",Common Starling,X,"s, mistle thrushes, starlings & goldfinches. ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-55943910
Fog Lane Park,6,February,2013,"50+ Starling ",Common Starling,50,"50+ Starling ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-52542860
Fog Lane Park,25,February,2012," male & female both in nest hole yesterday afternoon. Plenty of Redwings about too and several mistle thrushes. Has anyone else noticed how the Starling in the park are mimicing the parakeets? Several convincing parakeet calls were traced to groups of Starlings!!! ",Common Starling,X,lse noticed how the Starling in the park are mim,https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-47991237
Fog Lane Park,21,January,2012,"c30 Starling ",Common Starling,30,"c30 Starling ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-47422203
Fog Lane Park,11,April,2011,"20 Starlings ",Common Starling,20,"20 Starlings ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-42240521
Fog Lane Park,10,March,2011,"100+ Starlings ",Common Starling,100,"100+ Starlings ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-41629483
Fog Lane Park,25,February,2011,"45 Starling ",Common Starling,45,"45 Starling ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-41373212
Fog Lane Park,24,February,2011,"Starling - 6 ",Common Starling,6,"Starling - 6 ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-41350254
Fog Lane Park,19,February,2011,"30+ Starling ",Common Starling,30,"30+ Starling ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-41260482
Fog Lane Park,17,February,2011,"30 Starling ",Common Starling,30,"30 Starling ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?page=1#comment-41220555
Fog Lane Park,14,February,2011,"60+ Starling ",Common Starling,60,"60+ Starling ",https://manchesterbirding.activeboard.com/t34052169/fog-lane-park/?sort=newestFirst&page=2#comment-41152129
Hough End Leisure Centre,19,February,2016,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t27100992/hough-end-chorlton/?page=1#comment-61691537
Hough End Leisure Centre,6,February,2016,"Starling, again well over 100 ",Common Starling,100,"Starling, again well over 10",https://manchesterbirding.activeboard.com/t27100992/hough-end-chorlton/?page=1#comment-61616692
Hough End Leisure Centre,18,September,2015,"- Starling - 2 large groups around, both consisting of 100+ birds, mainly near the main building and car park ",Common Starling,2,- Starling - 2 large groups ar,https://manchesterbirding.activeboard.com/t27100992/hough-end-chorlton/?page=1#comment-60886360
Hough End Leisure Centre,15,September,2015,"170c starlings ",Common Starling,170,"170c starlings ",https://manchesterbirding.activeboard.com/t27100992/hough-end-chorlton/?page=1#comment-60869913
Hough End Leisure Centre,11,September,2015,"100+ starling ",Common Starling,100,"100+ starling ",https://manchesterbirding.activeboard.com/t27100992/hough-end-chorlton/?page=1#comment-60850546
Hough End Leisure Centre,11,September,2015,"Mostly same birds as yesterday but also some Lesser Black-backed Gulls present too, and around 100 Starling in the blackberry bush near car park. ",Common Starling,100,"too, and around 100 Starling in the blackberry b",https://manchesterbirding.activeboard.com/t27100992/hough-end-chorlton/?page=1#comment-60850328
Hough End Leisure Centre,10,September,2015,"- Starling - group of around 40-50 ",Common Starling,40,- Starling - group of around 4,https://manchesterbirding.activeboard.com/t27100992/hough-end-chorlton/?page=1#comment-60844486
Hough End Leisure Centre,9,September,2015,"30+ starlings ",Common Starling,30,"30+ starlings ",https://manchesterbirding.activeboard.com/t27100992/hough-end-chorlton/?page=1#comment-60839238
Hough End Leisure Centre,9,September,2015,"100+ starlings ",Common Starling,100,"100+ starlings ",https://manchesterbirding.activeboard.com/t27100992/hough-end-chorlton/?page=1#comment-60836574
Platt Fields Park,24,January,2010,"On the short grassland around the lake was a mixed flock of thrushes, collecting plenty of earthworms - c80 Redwing, c35 Starling, 4 Fieldfare and 1 Mistle Thrush. In different parts of the park there were another 4 Mistle Thrush - 2 pairs. Also 3 Nuthatch - a pair, with a single bird in another part of the park. 7 Greenfinch and 8 Common Gulls also noted. ",Common Starling,35," - c80 Redwing, c35 Starling, 4 Fieldfare and 1 ",https://manchesterbirding.activeboard.com/t18854593/platt-fields-park-manchester/?sort=newestFirst&page=3#comment-33643709
Platt Fields Park,18,April,2009,"Starling c40 ",Common Starling,40,"Starling c40 ",https://manchesterbirding.activeboard.com/t18854593/platt-fields-park-manchester/?sort=newestFirst&page=3#comment-27116031
Platt Fields Park,15,April,2009,"30+ starlings ",Common Starling,30,"30+ starlings ",https://manchesterbirding.activeboard.com/t18854593/platt-fields-park-manchester/?sort=newestFirst&page=3#comment-27027042
Platt Fields Park,28,February,2009,"Redwings 73 on large field near church with 3 Mistle Thrush and 50 Starlings ",Common Starling,50,"istle Thrush and 50 Starlings ",https://manchesterbirding.activeboard.com/t18854593/platt-fields-park-manchester/?sort=newestFirst&page=3#comment-25636930
Platt Fields Park,15,December,2008," Loads about in the park today (34 species in total), especially on the lake compared to yesterday when it was quite quiet. The pair of shovelers were back after a few days absence, tufted ducks were up from 41 to 45 and included 3 male pochards that were new in today. Lots more redwings, starlings and greenfinches than usual as well as 2 male bullfinch by the lake and a pair of nuthatches near the chapel entrance. ",Common Starling,X,"Lots more redwings, starlings and greenfinches t",https://manchesterbirding.activeboard.com/t18854593/platt-fields-park-manchester/?sort=newestFirst&page=3#comment-23156870
Platt Fields Park,4,April,2008,"Starling 4 ",Common Starling,4,"Starling 4 ",https://manchesterbirding.activeboard.com/t15825895/platt-fields-park/?page=1#comment-16430066
Platt Fields Park,7,March,2008,"Starling c50 ",Common Starling,50,"Starling c50 ",https://manchesterbirding.activeboard.com/t15825895/platt-fields-park/?page=1#comment-15825895
Debdale Park/Gorton Reservoir,21,July,2009,"Starlings 30+ in the garden and around ",Common Starling,30,"Starlings 30+ in the garden ",https://manchesterbirding.activeboard.com/t27158819/gorton-reservoir-debdale-park/?page=1#comment-29527580
Debdale Park/Gorton Reservoir,8,July,2009," My fiance has just moved into a housing association house in Abbey Hey within about 100yds of Gorton Res until we decide where we are going to live. A Sparrowhawk was chased by a flock of Starlings right past the kitchen window this morning and 20 unidentifed waders seen from the garden (without bins) flew E presumably to Audenshaw and 2 bats circled over the garden every night this weekend at dusk. Exciting possibilities! The garden list has started well. I am training her to birdwatch! Just put my name down on the Audenshaw waiting list too but I'm told it's 'dead-man's-shoes' now. Does anyone know if there a site list for Gorton Res./Debdale Park? ",Common Starling,X,hased by a flock of Starlings right past the kit,https://manchesterbirding.activeboard.com/t27158819/gorton-reservoir-debdale-park/?sort=newestFirst&page=2#comment-29215034
Clowes Park,30,June,2013,"starlings ",Common Starling,X,"starlings ",https://manchesterbirding.activeboard.com/t23467849/clowes-park-salford/?page=1#comment-54218534
Clowes Park,19,May,2013,"5 starling ",Common Starling,5,"5 starling ",https://manchesterbirding.activeboard.com/t23467849/clowes-park-salford/?page=1#comment-53754910
Clowes Park,31,July,2010,"In nearby Mandley Park - at least 16 Mistle Thrush, including juvenile birds feeding in bird cherry trees. A family party of Goldfinch. Male Blackbird carrying food. An independent juvenile Great Spotted Woodpecker. c80 Starlings. ",Common Starling,80,"ted Woodpecker. c80 Starlings. ",https://manchesterbirding.activeboard.com/t23467849/clowes-park-salford/?page=1#comment-37371432
Drinkwater Park,14,June,2010,"46 species recorded on this late visit - same number as the early visit although they were not the same set of species on both visits. Highlights included a female Mallard with 9 well-grown ducklings on the Irwell, a pair of Grey Wagtail with a single fledged juvenile, a family party of Whitethroat including a minimum of 2 begging juveniles, family parties of 6,6 and 5 for Coot, Goldfinch with independently feeding juveniles, a brief sighting of a single Treecreeper with a single juvenile, a female Great Spotted Woodpecker feeding a single juvenile. Fledged Jackdaws and I have never, ever been so pleased before to see a Starling visiting a nest site and be able to confirm breeding for this species here........at last! Plenty of juvenile Woodpigeons and 3 independent juvenile Pied Wagtails feeding on the mud on the Irwell. Also 4 Cormorants, Nuthatch, Little Grebe, Great Crested Grebe, and several species of warbler and hirundine. ",Common Starling,1,sed before to see a Starling visiting a nest sit,https://manchesterbirding.activeboard.com/t33630790/drinkwater-park-environs/?page=1#comment-36494774
Drinkwater Park,9,April,2010,"A beautiful morning to be out and there was plenty to look at. 46 species recorded over the 2 hours - could have been even higher as there was no Nuthatch, hirundines, Kingfisher and not even a single Starling! Highlights were a Green Sandpiper - presumably the one that was seen below Agecroft Bridge on 21/1 and 26/1 this year but thankfully this morning upstream of the bridge and in my square! Also a pair of Gadwall, a pair of Stock Doves, a Buzzard, 5 singing Blackcaps - some showing well - 1 was seen eating ivy berries. The area is very good for Song Thrush and several pairs were seen. ",Common Starling,1,"d not even a single Starling! Highlights were a ",https://manchesterbirding.activeboard.com/t33630790/drinkwater-park-environs/?page=1#comment-35171836
"Victoria Park, Stretford",19,January,2015,"20+ Starling ",Common Starling,20,"20+ Starling ",https://manchesterbirding.activeboard.com/t57369981/victoria-park-stretford/?page=1#comment-59443352
"Victoria Park, Stretford",12,January,2015,"Small party of Starling with 4 Redwing along for the craic ",Common Starling,X,Small party of Starling with 4 Redwing alon,https://manchesterbirding.activeboard.com/t57369981/victoria-park-stretford/?page=1#comment-59394619
"Victoria Park, Stretford",29,September,2014,"Starling - 11 ",Common Starling,11,"Starling - 11 ",https://manchesterbirding.activeboard.com/t57369981/victoria-park-stretford/?page=1#comment-58665540
Reddish Vale Country Park,23,January,2019," A short hour visit today from around noon along the ponds near the visitor centre. There was no sign of the Little Egret however lots of other observations; Canada Goose c200 Coot Moorhen Tufted Duck Pochard x 1 male Mallard Mandarin x 9 Great Crested Grebe Black Headed Gull x 21 Woodpigeon Collared Dove Magpie Carrion Crow Dunnock Robin House Sparrow Chaffinch Wren Starling Blackbird Blue Tit Reed Bunting x 2 Ring Necked Parakeet x 2 I was informed that there was a flock of Redwing c130 in a field along the track, ",Common Starling,X,"rrow Chaffinch Wren Starling Blackbird Blue Tit ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?page=1#comment-65254159
Reddish Vale Country Park,5,December,2012,"40 Starling ",Common Starling,40,"40 Starling ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=3#comment-51802647
Reddish Vale Country Park,6,February,2012,"190 Starling ",Common Starling,190,"190 Starling ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=4#comment-47691286
Reddish Vale Country Park,1,February,2012,"90 Starlings ",Common Starling,90,"90 Starlings ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=5#comment-47610092
Reddish Vale Country Park,17,January,2012,"70 Starlings ",Common Starling,70,"70 Starlings ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr-and-environs/?sort=newestFirst&page=5#comment-47344153
Reddish Vale Country Park,15,March,2008,"20+ starlings, flock ",Common Starling,20,"20+ starlings, flock ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr/?sort=newestFirst&page=8#comment-15955901
Reddish Vale Country Park,20,February,2008,"starlings, ",Common Starling,X,"starlings, ",https://manchesterbirding.activeboard.com/t9297908/reddish-vale-country-park-lnr/?sort=newestFirst&page=8#comment-15561626
Worsley Woods,18,March,2018," Just had a murmuration of about 500 starling over edenfield lane before they flew over the motorway and dropped into the filtration lagoons ",Common Starling,500,ration of about 500 starling over edenfield lane,https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?page=1#comment-64474660
Worsley Woods,7,March,2017," Yesterday evening c. 6pm 600+ Starlings murmurating (if that's the right term?!) over the filtration beds, watched whilst sat in traffic and small flocks arriving all the time. ",Common Starling,600,evening c. 6pm 600+ Starlings murmurating (if th,https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?page=1#comment-63313572
Worsley Woods,2,December,2016," On the flooded field north off Grange road this am, 2 immature Mute Swan 31+ pied wagtail Single lapwing Black headed Gulls and Starlings in good numbers and birds arriving all the time. 2 Buzzard on Pylon near filtration lagoons. ",Common Starling,X,ck headed Gulls and Starlings in good numbers an,https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?page=1#comment-62963400
Worsley Woods,24,March,2015,"starling 4 ",Common Starling,4,"starling 4 ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?page=1#comment-59880382
Worsley Woods,3,April,2014,"Starling flockx20+ ",Common Starling,20,"Starling flockx20+ ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=2#comment-57209519
Worsley Woods,4,May,2013,"Starling 20 ",Common Starling,20,"Starling 20 ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=2#comment-53582467
Worsley Woods,2,May,2013,"Starling 2 ",Common Starling,2,"Starling 2 ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=2#comment-53564413
Worsley Woods,6,May,2011,"40. Starling (26) ",Common Starling,26,"40. Starling (26) ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=4#comment-42700374
Worsley Woods,22,April,2011,"Starling (10) ",Common Starling,10,"Starling (10) ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=5#comment-42453988
Worsley Woods,10,March,2011,"starling displaying ",Common Starling,X,"starling displaying ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=5#comment-41635826
Worsley Woods,6,March,2011,"A starling was displaying above the lagoons for the whole time i was there ",Common Starling,1,A starling was displaying abov,https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=5#comment-41550282
Worsley Woods,30,January,2011,"Also in the farmers field were 89 lapwing and at least twice as many starling ",Common Starling,X,"least twice as many starling ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=5#comment-40840764
Worsley Woods,1,January,2011,"starling ",Common Starling,X,"starling ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=6#comment-40227220
Worsley Woods,3,June,2010,"plenty starling ",Common Starling,X,"plenty starling ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=6#comment-36281100
Worsley Woods,31,May,2010,"15+ starling ",Common Starling,15,"15+ starling ",https://manchesterbirding.activeboard.com/t25612019/worsley-woods-and-environs/?sort=newestFirst&page=6#comment-36212410
Worsley Woods,6,January,2010,"1 sparrowhawk troubling 30+ starlings, 2 chaffinch and some jackdaws ",Common Starling,30,"whawk troubling 30+ starlings, 2 chaffinch and s",https://manchesterbirding.activeboard.com/t25612019/worsley-woods/?sort=newestFirst&page=7#comment-33261692
Clayton Vale,18,October,2015,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?page=1#comment-61040406
Clayton Vale,10,May,2015,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?page=1#comment-60174786
Clayton Vale,30,November,2006," 30+ Redwing - 20+ Long Tail Tit - 50+ Starlings - 1 Kestrel - 5 Dippers ",Common Starling,50,Long Tail Tit - 50+ Starlings - 1 Kestrel - 5 Di,https://manchesterbirding.activeboard.com/t9377153/daisy-nook-medlock-valley/?sort=newestFirst&page=2#comment-9377153
Boggart Hole,20,September,2012,"20 Starlings, some mingling in with gulls/Woodpigeons here ",Common Starling,20,"20 Starlings, some mingling in ",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?page=1#comment-50875384
Boggart Hole,21,May,2011,"Nearby David Lewis rec had an unidentifiable number of Starling which were feeding before being scattered by nagging Thrushes and Magpies. I see good numbers in all local parks (In reference to the 'Where have all the Starlings gone' thread) ",Common Starling,X,"ntifiable number of Starling which were feeding ",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?sort=newestFirst&page=2#comment-42965095
Boggart Hole,20,December,2010,"2 starlings ",Common Starling,2,"2 starlings ",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?sort=newestFirst&page=2#comment-40020838
Boggart Hole,19,December,2010,"4 starlings, ",Common Starling,4,"4 starlings, ",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?sort=newestFirst&page=2#comment-40013565
Boggart Hole,15,June,2010,"A major surprise and the main highlight was coming across a species that I have not even recorded in this square before - Reed Bunting - and then to be able to confirm breeding, with both adults watched carrying food into a low level nest site. A single independent juvenile Great Spotted Woodpecker was seen and a male Blackcap was feeding at least 1 begging, wing-shivering juvenile. Also Little Grebe, Stock Dove, Nuthatch, Grey Heron and Goldcrest. About 150 Canada Geese around the lake. It was nice to see good numbers of House Sparrows and Starlings around the areas of housing. ",Common Starling,X," House Sparrows and Starlings around the areas o",https://manchesterbirding.activeboard.com/t15272818/boggart-hole-clough-blackley/?sort=newestFirst&page=2#comment-36511780
"Philips Park, Prestwich",23,November,2011,"Starlings 5 ",Common Starling,5,"Starlings 5 ",https://manchesterbirding.activeboard.com/t46221312/phillips-park-prestwich/?page=1#comment-46367584
Ashton Moss,24,May,2018,"c30 Starling collecting food ",Common Starling,30,"c30 Starling collecting food ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?page=1#comment-64662044
Ashton Moss,21,September,2016,"200+ Starling ",Common Starling,200,"200+ Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=2#comment-62677536
Ashton Moss,29,December,2015,"c40 Starlings ",Common Starling,40,"c40 Starlings ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=3#comment-61401222
Ashton Moss,16,October,2015," 2 Common Gull on the Leisure Park roundabout late afternoon along with c20 Starling. ",Common Starling,20,"noon along with c20 Starling. ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=3#comment-61032840
Ashton Moss,2,September,2015," Nine Pied Wagtail and 18 Starling on the leisure park roundabout this afternoon ",Common Starling,18,Pied Wagtail and 18 Starling on the leisure park,https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=4#comment-60805096
Ashton Moss,19,September,2014,"Up to 100 Starling present in small flocks ",Common Starling,100,Up to 100 Starling present in small fl,https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=4#comment-58593814
Ashton Moss,3,September,2014,"200+ Starlings spooked the 15 Lapwing which were on the roof of Car People ",Common Starling,200,200+ Starlings spooked the 15 Lap,https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=4#comment-58467108
Ashton Moss,23,August,2014,"28 Lapwing and 2 Starling on roof of Car People ",Common Starling,2,28 Lapwing and 2 Starling on roof of Car Peop,https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=4#comment-58389006
Ashton Moss,20,June,2012,"c10-20 Starling ",Common Starling,10,"c10-20 Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=5#comment-49687888
Ashton Moss,13,June,2012,"Loads of Starlings all over the place ",Common Starling,X,Loads of Starlings all over the place,https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=5#comment-49581857
Ashton Moss,31,August,2010,"30+ starlings ",Common Starling,30,"30+ starlings ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-37970316
Ashton Moss,26,May,2010,"starling inc a flock of around 300 ",Common Starling,X,starling inc a flock of arou,https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-36113094
Ashton Moss,15,April,2010,"10 Starling ",Common Starling,10,"10 Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-35292834
Ashton Moss,31,March,2010,"100+ starlings & 14 lapwings flew from car people to moss, wish I'd seen what spooked them ",Common Starling,100,100+ starlings & 14 lapwings flew,https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-34989651
Ashton Moss,27,March,2010,"50 starlings ",Common Starling,50,"50 starlings ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-34921428
Ashton Moss,17,March,2010,"60+ starlings ",Common Starling,60,"60+ starlings ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-34702539
Ashton Moss,24,December,2009,"magpie, canada geese (85+), kestrel (2) starlings, blackbirds, greenfinch, carrion crow, B.H.gull, wren, herring gull, collard dove robin, goldfinch, long tailed tit (20+) great tit, mistle thrush. ",Common Starling,2," (85+), kestrel (2) starlings, blackbirds, green",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-33047905
Ashton Moss,11,October,2009,"chiffchaff (calling in trees near richmond st entrance),starling,magpie,carrion crow,goldfinch, redwing(6),moorhen,GBBgull,LBBgull,BHgull,herring gull,willow warbler. ",Common Starling,X,"chmond st entrance),starling,magpie,carrion crow",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=6#comment-31489458
Ashton Moss,31,August,2009,"100 + starlings everyday ",Common Starling,100,"100 + starlings everyday ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-30555974
Ashton Moss,30,August,2009," walked round sheldon pool 9 am 7 mallard, numerous starlings 50+ feral pigeons 106 lapwings on roof of car people gulls flying all over nothing out of the ordinary ",Common Starling,50,"7 mallard, numerous starlings 50+ feral pigeons ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-30522947
Ashton Moss,12,July,2009,"6 canada geese, 78 lapwing grey heron mallard, b.h.gull starling ",Common Starling,X,"n mallard, b.h.gull starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-29317815
Ashton Moss,17,May,2009,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-27898357
Ashton Moss,3,May,2009,"blackbird, greenfinch, starling, wren, swift (over garden centre), goldfinch, robin, collard dove, song thrush, blue tit ",Common Starling,X,"ckbird, greenfinch, starling, wren, swift (over ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-27516587
Ashton Moss,26,April,2009,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-27331505
Ashton Moss,20,April,2009,"2 starlings ",Common Starling,2,"2 starlings ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-27164201
Ashton Moss,15,April,2009," driving home down lord sheldon way @ approx 4.15 (dont tell the boss) and starlings jackdaws wood pigeons and lapwings all shot up had to stop at the lights at the turning and saw my first peregrine in Ashton let alone local patch ",Common Starling,X," tell the boss) and starlings jackdaws wood pige",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-27034699
Ashton Moss,14,April,2009,"24+ starlings ",Common Starling,24,"24+ starlings ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-26994922
Ashton Moss,12,April,2009,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-26950705
Ashton Moss,6,April,2009,"skylark, woodpigeon (50+), ringed plover, starling, ",Common Starling,X,"0+), ringed plover, starling, ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-26787278
Ashton Moss,15,March,2009,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-26114623
Ashton Moss,7,March,2009,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-25874124
Ashton Moss,14,February,2009,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-25155166
Ashton Moss,6,February,2009,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-24889327
Ashton Moss,1,February,2009,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-24638696
Ashton Moss,10,August,2008,"Starling ",Common Starling,X,"Starling ",https://manchesterbirding.activeboard.com/t17922991/ashton-moss/?sort=newestFirst&page=7#comment-19799148
Queen's Park,16,April,2012,"2 F Greenfinch, a Robin pulling worms and three M Blackbirds was a nice Motley Crew in one corner of the park where the grass had been mowed. There were many Chiffchaffs (1 seen) singing and quite a lot of Blackcaps, although none were seen. 4-5 Mistle Thrush, Song Thrush doing what it does best, 10 Starling, all the usual Tits. ",Common Starling,10,"at it does best, 10 Starling, all the usual Tits",https://manchesterbirding.activeboard.com/t42929445/queens-parkhendham-vale-collyhurst/?page=1#comment-48742947
Debdale Park,21,July,2009,"Starlings 30+ in the garden and around ",Common Starling,30,"Starlings 30+ in the garden ",https://manchesterbirding.activeboard.com/t27158819/gorton-reservoir-debdale-park/?page=1#comment-29527580
Debdale Park,8,July,2009," My fiance has just moved into a housing association house in Abbey Hey within about 100yds of Gorton Res until we decide where we are going to live. A Sparrowhawk was chased by a flock of Starlings right past the kitchen window this morning and 20 unidentifed waders seen from the garden (without bins) flew E presumably to Audenshaw and 2 bats circled over the garden every night this weekend at dusk. Exciting possibilities! The garden list has started well. I am training her to birdwatch! Just put my name down on the Audenshaw waiting list too but I'm told it's 'dead-man's-shoes' now. Does anyone know if there a site list for Gorton Res./Debdale Park? ",Common Starling,X,hased by a flock of Starlings right past the kit,https://manchesterbirding.activeboard.com/t27158819/gorton-reservoir-debdale-park/?sort=newestFirst&page=2#comment-29215034
Hullard Park,4,February,2011,"Starling 16 ",Common Starling,16,"Starling 16 ",https://manchesterbirding.activeboard.com/t40967333/hullard-park-stretford/?page=1#comment-40967333
Winton Park,8,January,2017,"Starling x 8 ",Common Starling,8,"Starling x 8 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-63093537
Winton Park,12,November,2016,"Starling x 10 ",Common Starling,10,"Starling x 10 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-62886460
Winton Park,6,August,2016,"Starling x 20 ",Common Starling,20,"Starling x 20 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-62490774
Winton Park,26,June,2016,"Also, male Bullfinch, Chaffinch, Starling and Carrion Crow. ",Common Starling,X,"llfinch, Chaffinch, Starling and Carrion Crow. ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-62325032
Winton Park,22,May,2016,"Starling x 30 ",Common Starling,30,"Starling x 30 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-62177621
Winton Park,20,March,2016,"Starlings x 25 ",Common Starling,25,"Starlings x 25 ",https://manchesterbirding.activeboard.com/t56762549/winton-park/?page=1#comment-61849748
